ZoneAlarm Logging Client v4.0.146.029
Windows 2000-5.0.2195-Service Pack 4-SP
type,date,time,source,destination,transport
FWIN,2003/10/01,12:29:48 +2:00 GMT,67.114.63.37:38350,192.168.31.2:1080,TCP (flags:S)
FWIN,2003/10/01,12:32:52 +2:00 GMT,212.107.205.148:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,12:46:40 +2:00 GMT,212.109.110.2:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,12:57:26 +2:00 GMT,212.111.146.139:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,12:59:04 +2:00 GMT,212.110.77.76:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,13:18:18 +2:00 GMT,212.110.50.4:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,13:19:56 +2:00 GMT,212.106.65.119:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,13:20:02 +2:00 GMT,212.111.52.58:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,13:20:38 +2:00 GMT,212.107.205.146:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,13:28:36 +2:00 GMT,212.111.173.19:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,13:33:34 +2:00 GMT,212.109.29.152:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,13:50:38 +2:00 GMT,192.168.42.128:1545,192.168.31.2:135,TCP (flags:S)
FWIN,2003/10/01,13:51:08 +2:00 GMT,192.168.42.126:2057,192.168.31.2:135,TCP (flags:S)
FWIN,2003/10/01,13:51:54 +2:00 GMT,192.168.42.122:2572,192.168.31.2:135,TCP (flags:S)
FWIN,2003/10/01,13:53:26 +2:00 GMT,212.112.6.250:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,13:58:46 +2:00 GMT,192.168.42.78:1327,192.168.31.2:135,TCP (flags:S)
FWIN,2003/10/01,14:06:26 +2:00 GMT,212.109.53.154:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,14:07:34 +2:00 GMT,212.109.31.254:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,14:08:36 +2:00 GMT,212.108.130.37:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,14:11:42 +2:00 GMT,192.168.32.64:1124,192.168.31.2:135,TCP (flags:S)
FWIN,2003/10/01,14:15:06 +2:00 GMT,212.106.157.30:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,14:16:06 +2:00 GMT,212.112.0.83:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,14:18:00 +2:00 GMT,212.109.123.4:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,14:18:20 +2:00 GMT,212.111.146.139:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,14:22:10 +2:00 GMT,212.107.36.119:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,14:25:10 +2:00 GMT,212.107.205.148:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,14:27:12 +2:00 GMT,192.168.41.142:3120,192.168.31.2:135,TCP (flags:S)
FWIN,2003/10/01,14:28:46 +2:00 GMT,212.110.71.103:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,14:29:20 +2:00 GMT,212.107.59.198:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,14:36:36 +2:00 GMT,212.109.110.2:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,14:38:10 +2:00 GMT,212.109.29.113:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,14:45:06 +2:00 GMT,212.109.31.9:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,14:54:50 +2:00 GMT,212.111.52.58:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,15:00:56 +2:00 GMT,212.111.182.15:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,15:03:12 +2:00 GMT,212.112.189.11:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,15:04:26 +2:00 GMT,212.107.57.145:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,15:04:52 +2:00 GMT,212.110.76.210:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,15:09:16 +2:00 GMT,212.107.56.204:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,15:11:16 +2:00 GMT,212.111.182.126:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,15:11:48 +2:00 GMT,212.110.50.4:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,15:20:32 +2:00 GMT,212.111.158.2:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,15:26:02 +2:00 GMT,212.109.5.48:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,15:26:38 +2:00 GMT,212.111.146.195:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,15:32:16 +2:00 GMT,212.107.41.141:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,15:32:36 +2:00 GMT,212.106.157.30:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,15:38:10 +2:00 GMT,212.109.123.4:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,15:43:00 +2:00 GMT,212.111.146.161:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,15:43:26 +2:00 GMT,212.107.59.198:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,15:45:18 +2:00 GMT,212.109.31.9:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,15:48:54 +2:00 GMT,212.110.71.103:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,15:53:58 +2:00 GMT,209.180.35.9:3597,192.168.31.2:1433,TCP (flags:S)
FWIN,2003/10/01,15:54:32 +2:00 GMT,212.109.31.254:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,16:00:22 +2:00 GMT,212.112.6.250:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,16:03:16 +2:00 GMT,212.109.110.2:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,16:10:02 +2:00 GMT,212.109.99.107:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,16:15:18 +2:00 GMT,212.107.57.33:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,16:16:26 +2:00 GMT,212.107.205.148:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,16:21:12 +2:00 GMT,212.107.56.183:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,16:21:16 +2:00 GMT,212.109.29.152:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,16:25:28 +2:00 GMT,212.109.53.154:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,16:27:32 +2:00 GMT,192.168.21.121:3551,192.168.31.2:135,TCP (flags:S)
FWIN,2003/10/01,16:28:38 +2:00 GMT,212.111.52.58:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,16:30:52 +2:00 GMT,212.106.68.180:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,16:39:22 +2:00 GMT,212.109.31.9:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,16:57:28 +2:00 GMT,212.107.56.204:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,17:07:30 +2:00 GMT,212.110.50.4:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,17:09:34 +2:00 GMT,212.107.57.115:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,17:13:50 +2:00 GMT,212.109.5.45:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,17:17:16 +2:00 GMT,212.111.191.22:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,17:18:26 +2:00 GMT,212.109.123.16:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,17:19:52 +2:00 GMT,212.109.50.213:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,17:20:00 +2:00 GMT,212.107.59.39:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,17:27:40 +2:00 GMT,212.109.110.2:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,17:29:20 +2:00 GMT,212.111.146.224:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,17:29:50 +2:00 GMT,212.110.77.98:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,17:34:52 +2:00 GMT,212.107.205.146:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,17:39:10 +2:00 GMT,212.111.172.63:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,17:39:20 +2:00 GMT,212.109.31.254:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,17:42:36 +2:00 GMT,212.107.59.198:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,17:45:12 +2:00 GMT,212.107.37.58:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,17:46:26 +2:00 GMT,212.109.5.18:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,17:49:10 +2:00 GMT,212.110.19.137:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,17:50:06 +2:00 GMT,61.185.152.24:3874,192.168.31.2:1433,TCP (flags:S)
FWIN,2003/10/01,17:50:48 +2:00 GMT,212.107.56.183:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,17:59:52 +2:00 GMT,192.168.21.1:138,192.168.31.2:138,UDP
FWIN,2003/10/01,18:02:30 +2:00 GMT,212.109.99.107:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,18:06:34 +2:00 GMT,212.112.6.250:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,18:11:38 +2:00 GMT,212.110.176.162:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,18:22:32 +2:00 GMT,212.111.168.34:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,18:22:34 +2:00 GMT,212.109.31.9:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,18:24:58 +2:00 GMT,212.112.189.11:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,18:29:12 +2:00 GMT,212.112.0.83:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,18:29:52 +2:00 GMT,212.110.66.100:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,18:33:46 +2:00 GMT,212.109.7.49:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,18:34:12 +2:00 GMT,212.111.146.177:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,18:34:52 +2:00 GMT,212.109.123.16:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,18:34:54 +2:00 GMT,212.109.53.154:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,18:37:58 +2:00 GMT,212.108.130.37:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,18:41:34 +2:00 GMT,212.110.65.1:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,18:44:24 +2:00 GMT,212.111.146.52:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,18:45:20 +2:00 GMT,212.107.59.102:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,18:49:26 +2:00 GMT,212.109.5.44:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,18:50:56 +2:00 GMT,212.111.172.86:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,18:51:36 +2:00 GMT,212.111.173.118:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,18:57:54 +2:00 GMT,212.109.29.113:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,18:59:12 +2:00 GMT,212.109.50.213:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,19:05:52 +2:00 GMT,212.107.57.33:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,19:06:14 +2:00 GMT,212.111.173.87:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,19:07:02 +2:00 GMT,212.111.147.214:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,19:09:24 +2:00 GMT,212.106.65.119:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,19:11:06 +2:00 GMT,212.106.68.13:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,19:14:28 +2:00 GMT,212.106.68.62:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,19:14:46 +2:00 GMT,212.109.31.254:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,19:16:06 +2:00 GMT,212.111.170.84:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,19:16:38 +2:00 GMT,212.111.173.164:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,19:17:00 +2:00 GMT,212.109.72.70:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,19:17:36 +2:00 GMT,212.111.158.135:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,19:19:42 +2:00 GMT,212.109.31.9:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,19:25:30 +2:00 GMT,212.107.37.41:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,19:26:38 +2:00 GMT,212.107.59.102:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,19:27:40 +2:00 GMT,212.109.7.49:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,19:28:18 +2:00 GMT,212.111.147.201:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,19:35:12 +2:00 GMT,212.110.86.48:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,19:38:26 +2:00 GMT,212.107.57.145:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,19:39:54 +2:00 GMT,212.110.65.1:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,19:45:58 +2:00 GMT,212.107.205.146:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,19:47:18 +2:00 GMT,212.110.19.137:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,19:48:56 +2:00 GMT,212.122.68.195:3942,192.168.31.2:3128,TCP (flags:S)
FWIN,2003/10/01,19:57:16 +2:00 GMT,212.110.42.41:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,20:00:12 +2:00 GMT,212.111.168.93:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,20:12:02 +2:00 GMT,212.111.146.55:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,20:12:10 +2:00 GMT,212.112.189.11:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,20:14:12 +2:00 GMT,212.111.172.234:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,20:14:36 +2:00 GMT,212.109.31.9:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,20:22:36 +2:00 GMT,212.109.7.49:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,20:26:40 +2:00 GMT,212.110.176.162:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,20:29:46 +2:00 GMT,212.109.110.2:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,20:32:00 +2:00 GMT,63.238.169.90:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,20:32:24 +2:00 GMT,212.111.184.14:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,20:33:34 +2:00 GMT,212.109.53.154:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,20:33:50 +2:00 GMT,172.135.206.197:30575,192.168.31.2:53,UDP
FWIN,2003/10/01,20:36:14 +2:00 GMT,212.107.205.148:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,20:38:08 +2:00 GMT,212.110.65.1:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,20:41:16 +2:00 GMT,212.111.43.90:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,20:41:22 +2:00 GMT,212.107.41.50:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,20:45:32 +2:00 GMT,212.111.147.201:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,20:45:50 +2:00 GMT,212.109.29.49:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,20:53:12 +2:00 GMT,212.109.72.70:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,20:53:40 +2:00 GMT,212.111.169.221:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,20:54:58 +2:00 GMT,212.109.31.254:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,20:55:36 +2:00 GMT,212.110.86.48:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,21:06:44 +2:00 GMT,212.110.50.4:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,21:10:12 +2:00 GMT,212.109.31.9:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,21:16:06 +2:00 GMT,212.109.7.49:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,21:16:16 +2:00 GMT,212.111.191.148:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,21:28:30 +2:00 GMT,212.110.76.210:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,21:34:30 +2:00 GMT,212.110.66.175:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,21:38:22 +2:00 GMT,212.111.147.37:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,21:38:44 +2:00 GMT,212.111.52.58:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,21:44:58 +2:00 GMT,212.110.19.137:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,21:45:50 +2:00 GMT,212.111.175.225:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,21:47:38 +2:00 GMT,212.111.180.211:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,21:48:22 +2:00 GMT,212.111.147.167:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,21:52:26 +2:00 GMT,212.110.64.89:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,21:54:08 +2:00 GMT,212.110.42.41:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,21:54:08 +2:00 GMT,212.112.189.11:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,21:55:12 +2:00 GMT,212.109.110.2:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,22:02:54 +2:00 GMT,212.110.66.77:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,22:04:26 +2:00 GMT,212.109.31.9:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,22:05:42 +2:00 GMT,212.109.5.91:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,22:06:12 +2:00 GMT,212.111.147.124:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,22:09:32 +2:00 GMT,212.111.176.197:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,22:09:44 +2:00 GMT,212.109.7.49:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,22:13:16 +2:00 GMT,212.109.29.57:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,22:14:42 +2:00 GMT,212.111.170.41:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,22:16:42 +2:00 GMT,213.40.13.80:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,22:18:22 +2:00 GMT,212.111.147.57:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,22:21:12 +2:00 GMT,212.108.130.37:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,22:22:16 +2:00 GMT,212.111.169.234:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,22:27:34 +2:00 GMT,212.110.66.167:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,22:29:00 +2:00 GMT,217.228.77.138:4510,192.168.31.2:17300,TCP (flags:S)
FWIN,2003/10/01,22:33:28 +2:00 GMT,212.111.169.104:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,22:34:24 +2:00 GMT,212.109.53.154:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,22:36:26 +2:00 GMT,212.109.31.254:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,22:38:54 +2:00 GMT,212.109.29.119:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,22:42:22 +2:00 GMT,212.107.59.130:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,22:51:28 +2:00 GMT,212.111.147.129:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,22:51:58 +2:00 GMT,212.111.175.184:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,22:52:54 +2:00 GMT,212.110.176.162:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,22:57:14 +2:00 GMT,212.111.141.38:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,22:58:18 +2:00 GMT,212.109.31.9:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,23:02:18 +2:00 GMT,212.110.64.89:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,23:04:04 +2:00 GMT,212.109.7.49:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,23:04:32 +2:00 GMT,212.111.176.156:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,23:08:08 +2:00 GMT,212.109.72.70:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,23:09:46 +2:00 GMT,212.111.141.7:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,23:13:06 +2:00 GMT,212.111.52.58:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,23:13:40 +2:00 GMT,81.35.114.234:22759,192.168.31.2:27374,TCP (flags:S)
FWIN,2003/10/01,23:14:08 +2:00 GMT,212.111.176.109:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,23:15:02 +2:00 GMT,212.107.205.148:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,23:18:20 +2:00 GMT,80.142.109.37:4645,192.168.31.2:1433,TCP (flags:S)
FWIN,2003/10/01,23:20:50 +2:00 GMT,212.109.110.2:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,23:27:26 +2:00 GMT,212.110.77.97:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,23:35:48 +2:00 GMT,212.111.146.20:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/01,23:36:56 +2:00 GMT,212.112.189.11:0,192.168.31.2:0,ICMP (type:8/subtype:0)
